,col
2224, 0 
2226, 1 
2227, 1 
2228, 1 
2229, 0 
2230, 1 
2231, 0 
2232, 1 
2233, 1 
2234, 0xc 
2235, 0 
2236, 0 
2237, 0 
2238, 0 
2239, 1 
2240, 0 
2241, 0 
2242, 0 
2244, 1 
2245, 1 
2246, 1 
2247, 1 
2248, 1 
2249, 1 
2250, 1 
2251, 1 
2252, 0xb 
2253, 0 
2254, 0 
2255, 0 
2256, 1 
2257, 0 
2258, 0 
2259, 0 
2260, 0 
2262, 1 
2263, 1 
2264, 1 
2265, 0 
2266, 1 
2267, 1 
2268, 1 
2269, 1 
2270, 0xc 
2271, 0 
2272, 0 
2273, 0 
2274, 0 
2275, 1 
2277, 1 
2278, 1 
2279, 1 
2280, 1 
2281, 1 
2282, 1 
2283, 1 
2284, 0 
2285, 0x8 
2286, 1 
2287, 0 
2288, 0 
2289, 0 
2290, 0 
2291, 0 
2292, 0 
2293, 0 
2295, 1 
2296, 1 
2297, 1 
2298, 1 
2299, 1 
2300, 0 
2301, 1 
2302, 1 
2303, 0xa 
2304, 0 
2305, 0 
2306, 1 
2307, 0 
2308, 0 
2309, 0 
2310, 0 
2311, 0 
2313, 1 
2314, 1 
2315, 1 
2316, 0 
2317, 1 
2318, 1 
2319, 1 
2320, 1 
2321, 0x9 
2322, 0 
2323, 1 
2324, 0 
2325, 0 
2326, 0 
2327, 0 
2328, 0 
2329, 0 
2331, 1 
2332, 1 
2333, 0 
2334, 1 
2335, 0 
2336, 0 
2337, 1 
2338, 1 
2339, 0x9 
2340, 0 
2341, 1 
2342, 0 
2343, 0 
2344, 0 
2346, 1 
2347, 0 
2348, 1 
2349, 1 
2350, 1 
2351, 1 
2352, 1 
2353, 1 
2354, 0x8 
2355, 1 
2356, 0 
2357, 0 
2358, 0 
2359, 0 
2360, 0 
2361, 0 
2362, 0 
2364, 1 
2365, 0 
2366, 1 
2367, 1 
2368, 1 
2369, 0 
2370, 1 
2371, 1 
2372, 0xe 
2373, 0 
2374, 0 
2375, 0 
2376, 0 
2377, 0 
2378, 0 
2379, 1 
2380, 0 
2382, 1 
2383, 1 
2384, 1 
2385, 1 
2386, 1 
2387, 1 
2388, 1 
2389, 1 
2390, 0xd 
2391, 0 
2392, 0 
2393, 0 
2394, 0 
2395, 0 
2396, 1 
2397, 0 
2398, 0 
2400, 1 
2401, 1 
2402, 1 
2403, 1 
2404, 0 
2405, 1 
2406, 0 
2407, 0 
2408, 0x8 
2409, 1 
2410, 0 
2411, 0 
2412, 0 
2413, 0 
2415, 1 
2416, 1 
2417, 1 
2418, 1 
2419, 1 
2420, 1 
2421, 1 
2422, 1 
2423, 0x8 
2424, 1 
2425, 0 
2426, 0 
2427, 0 
2428, 0 
2429, 0 
2430, 0 
2431, 0 
2433, 1 
2434, 1 
2435, 0 
2436, 1 
2437, 1 
2438, 0 
2439, 1 
2440, 0 
2441, 0xf 
2442, 0 
2443, 0 
2444, 0 
2445, 0 
2446, 0 
2447, 0 
2448, 0 
2449, 1 
2451, 1 
2452, 1 
2453, 0 
2454, 0 
2455, 1 
2456, 1 
2457, 0 
2458, 1 
2459, 0x8 
2460, 1 
2461, 0 
2462, 0 
2463, 0 
2464, 0 
2465, 0 
2466, 0 
2467, 0 
2469, 0 
2470, 0 
2471, 1 
2472, 1 
2473, 1 
2474, 1 
2475, 1 
2476, 1 
2477, 0xe 
2478, 0 
2479, 0 
2480, 0 
2481, 0 
2482, 0 
2484, 1 
2485, 1 
2486, 1 
2487, 1 
2488, 1 
2489, 1 
2490, 1 
2491, 1 
2492, 0xa 
2493, 0 
2494, 0 
2495, 1 
2496, 0 
2497, 0 
2498, 0 
2499, 0 
2500, 0 
2502, 1 
2503, 1 
2504, 1 
2505, 1 
2506, 1 
2507, 1 
2508, 1 
2509, 1 
2510, 0x8 
2511, 1 
2512, 0 
2513, 0 
2514, 0 
2515, 0 
2516, 0 
2517, 0 
2518, 0 
2520, 0 
2521, 1 
2522, 1 
2523, 1 
2524, 1 
2525, 1 
2526, 1 
2527, 1 
2528, 0xa 
2529, 0 
2530, 0 
2531, 1 
2532, 0 
2533, 0 
2534, 0 
2535, 0 
2536, 0 
2538, 0 
2539, 1 
2540, 1 
2541, 1 
2542, 1 
2543, 1 
2544, 1 
2545, 0 
2546, 0xa 
2547, 0 
2548, 0 
2549, 1 
2550, 0 
2551, 0 
2553, 0 
2554, 1 
2555, 1 
2556, 0 
2557, 0 
2558, 1 
2559, 0 
2560, 0 
2561, 0xd 
2562, 0 
2563, 0 
2564, 0 
2565, 0 
2566, 0 
2567, 1 
2568, 0 
2569, 0 
2571, 1 
2572, 1 
2573, 1 
2574, 1 
2575, 1 
2576, 0 
2577, 1 
2578, 0 
2579, 0xc 
2580, 0 
2581, 0 
2582, 0 
2583, 0 
2584, 1 
2585, 0 
2586, 0 
2587, 0 
2589, 1 
2590, 1 
2591, 0 
2592, 1 
2593, 1 
2594, 0 
2595, 1 
2596, 1 
2597, 0xe 
2598, 0 
2599, 0 
2600, 0 
2601, 0 
2602, 0 
2603, 0 
2604, 1 
2605, 0 
2607, 1 
2608, 0 
2609, 1 
2610, 1 
2611, 1 
2612, 1 
2613, 0 
2614, 1 
2615, 0xb 
2616, 0 
2617, 0 
2618, 0 
2619, 1 
2620, 0 
2622, 0 
2623, 1 
2624, 1 
2625, 1 
2626, 1 
2627, 0 
2628, 1 
2629, 1 
2630, 0x8 
2631, 1 
2632, 0 
2633, 0 
2634, 0 
2635, 0 
2636, 0 
2637, 0 
2638, 0 
2640, 1 
2641, 1 
2642, 0 
2643, 1 
2644, 1 
2645, 1 
2646, 1 
2647, 1 
2648, 0xb 
2649, 0 
2650, 0 
2651, 0 
2652, 1 
2653, 0 
2654, 0 
2655, 0 
2656, 0 
2658, 1 
2659, 1 
2660, 0 
2661, 1 
2662, 0 
2663, 1 
2664, 1 
2665, 1 
2666, 0xf 
2667, 0 
2668, 0 
2669, 0 
2670, 0 
2671, 0 
2672, 0 
2673, 0 
2674, 1 
2676, 0 
2677, 1 
2678, 0 
2679, 1 
2680, 1 
2681, 1 
2682, 1 
2683, 1 
2684, 0xe 
2685, 0 
2686, 0 
2687, 0 
2688, 0 
2689, 0 
2691, 1 
2692, 1 
2693, 1 
2694, 1 
2695, 1 
2696, 1 
2697, 0 
2698, 1 
2699, 0x9 
2700, 0 
2701, 1 
2702, 0 
2703, 0 
2704, 0 
2705, 0 
2706, 0 
2707, 0 
2709, 0 
2710, 1 
2711, 1 
2712, 1 
2713, 1 
2714, 1 
2715, 1 
2716, 0 
2717, 0x9 
2718, 0 
2719, 1 
2720, 0 
2721, 0 
2722, 0 
2723, 0 
2724, 0 
2725, 0 
2727, 1 
2728, 1 
2729, 1 
2730, 1 
2731, 1 
2732, 1 
2733, 1 
2734, 0 
2735, 0xb 
2736, 0 
2737, 0 
2738, 0 
2739, 1 
2740, 0 
2741, 0 
2742, 0 
2743, 0 
2745, 0 
2746, 1 
2747, 1 
2748, 0 
2749, 1 
2750, 0 
2751, 1 
2752, 1 
2753, 0xd 
2754, 0 
2755, 0 
2756, 0 
2757, 0 
2758, 0 
2760, 1 
2761, 1 
2762, 1 
2763, 0 
2764, 0 
2765, 1 
2766, 1 
2767, 1 
2768, 0xb 
2769, 0 
2770, 0 
2771, 0 
2772, 1 
2773, 0 
2774, 0 
2775, 0 
2776, 0 
2778, 1 
2779, 1 
2780, 1 
2781, 1 
2782, 1 
2783, 1 
2784, 1 
2785, 1 
2786, 0xb 
2787, 0 
2788, 0 
2789, 0 
2790, 1 
2791, 0 
2792, 0 
2793, 0 
2794, 0 
2796, 1 
2797, 1 
2798, 1 
2799, 0 
2800, 1 
2801, 1 
2802, 1 
2803, 1 
2804, 0xa 
2805, 0 
2806, 0 
2807, 1 
2808, 0 
2809, 0 
2810, 0 
2811, 0 
2812, 0 
2814, 1 
2815, 1 
2816, 1 
2817, 0 
2818, 0 
2819, 0 
2820, 1 
2821, 0 
2822, 0xf 
2823, 0 
2824, 0 
2825, 0 
2826, 0 
2827, 0 
2829, 1 
2830, 0 
2831, 1 
2832, 1 
2833, 0 
2834, 1 
2835, 1 
2836, 1 
2837, 0xe 
2838, 0 
2839, 0 
2840, 0 
2841, 0 
2842, 0 
2843, 0 
2844, 1 
2845, 0 
2847, 1 
2848, 0 
2849, 0 
2850, 1 
2851, 1 
2852, 1 
2853, 1 
2854, 0 
2855, 0xe 
2856, 0 
2857, 0 
2858, 0 
2859, 0 
2860, 0 
2861, 0 
2862, 1 
2863, 0 
2865, 0 
2866, 1 
2867, 1 
2868, 0 
2869, 1 
2870, 1 
2871, 1 
2872, 1 
2873, 0x9 
2874, 0 
2875, 1 
2876, 0 
2877, 0 
2878, 0 
2879, 0 
2880, 0 
2881, 0 
2883, 0 
2884, 1 
2885, 0 
2886, 1 
2887, 1 
2888, 1 
2889, 1 
2890, 0 
2891, 0xf 
2892, 0 
2893, 0 
2894, 0 
2895, 0 
2896, 0 
2898, 1 
2899, 1 
2900, 1 
2901, 1 
2902, 0 
2903, 1 
2904, 1 
2905, 1 
2906, 0x8 
2907, 1 
2908, 0 
2909, 0 
2910, 0 
2911, 0 
2912, 0 
2913, 0 
2914, 0 
2916, 0 
2917, 1 
2918, 0 
2919, 1 
2920, 1 
2921, 1 
2922, 1 
2923, 0 
2924, 0x9 
2925, 0 
2926, 1 
2927, 0 
2928, 0 
2929, 0 
2930, 0 
2931, 0 
2932, 0 
2934, 1 
2935, 1 
2936, 1 
2937, 0 
2938, 1 
2939, 1 
2940, 1 
2941, 1 
2942, 0xc 
2943, 0 
2944, 0 
2945, 0 
2946, 0 
2947, 1 
2948, 0 
2949, 0 
2950, 0 
2952, 1 
2953, 0 
2954, 1 
2955, 1 
2956, 0 
2957, 0 
2958, 1 
2959, 1 
2960, 0x8 
2961, 1 
2962, 0 
2963, 0 
2964, 0 
2965, 0 
2967, 0 
2968, 0 
2969, 1 
2970, 0 
2971, 1 
2972, 1 
2973, 1 
2974, 1 
2975, 0x9 
2976, 0 
2977, 1 
2978, 0 
2979, 0 
2980, 0 
2981, 0 
2982, 0 
2983, 0 
2985, 1 
2986, 1 
2987, 0 
2988, 1 
2989, 1 
2990, 1 
2991, 0 
2992, 1 
2993, 0xe 
2994, 0 
2995, 0 
2996, 0 
2997, 0 
2998, 0 
2999, 0 
3000, 1 
3001, 0 
3003, 0 
3004, 1 
3005, 0 
3006, 0 
3007, 1 
3008, 1 
3009, 0 
3010, 1 
3011, 0x8 
3012, 1 
3013, 0 
3014, 0 
3015, 0 
3016, 0 
3017, 0 
3018, 0 
3019, 0 
3021, 1 
3022, 1 
3023, 1 
3024, 1 
3025, 1 
3026, 1 
3027, 1 
3028, 1 
3029, 0xa 
3030, 0 
3031, 0 
3032, 1 
3033, 0 
3034, 0 
3036, 1 
3037, 1 
3038, 1 
3039, 1 
3040, 0 
3041, 0 
3042, 1 
3043, 1 
3044, 0xb 
3045, 0 
3046, 0 
3047, 0 
3048, 1 
3049, 0 
3050, 0 
3051, 0 
3052, 0 
3054, 1 
3055, 1 
3056, 0 
3057, 1 
3058, 1 
3059, 1 
3060, 1 
3061, 1 
3062, 0x9 
3063, 0 
3064, 1 
3065, 0 
3066, 0 
3067, 0 
3068, 0 
3069, 0 
3070, 0 
3072, 0 
3073, 1 
3074, 1 
3075, 0 
3076, 1 
3077, 1 
3078, 1 
3079, 0 
3080, 0xd 
3081, 0 
3082, 0 
3083, 0 
3084, 0 
3085, 0 
3086, 1 
3087, 0 
3088, 0 
3090, 1 
3091, 1 
3092, 1 
3093, 1 
3094, 1 
3095, 1 
3096, 1 
3097, 1 
3098, 0x9 
3099, 0 
3100, 1 
3101, 0 
3102, 0 
3103, 0 
3105, 1 
3106, 1 
3107, 1 
3108, 0 
3109, 0 
3110, 1 
3111, 1 
3112, 1 
3113, 0xe 
3114, 0 
3115, 0 
3116, 0 
3117, 0 
3118, 0 
3119, 0 
3120, 1 
3121, 0 
3123, 1 
3124, 1 
3125, 1 
3126, 0 
3127, 1 
3128, 1 
3129, 0 
3130, 1 
3131, 0x8 
3132, 1 
3133, 0 
3134, 0 
3135, 0 
3136, 0 
3137, 0 
3138, 0 
3139, 0 
3141, 1 
3142, 1 
3143, 0 
3144, 1 
3145, 1 
3146, 0 
3147, 1 
3148, 1 
3149, 0xd 
3150, 0 
3151, 0 
3152, 0 
3153, 0 
3154, 0 
3155, 1 
3156, 0 
3157, 0 
3159, 1 
3160, 1 
3161, 1 
3162, 1 
3163, 0 
3164, 1 
3165, 1 
3166, 1 
3167, 0x8 
3168, 1 
3169, 0 
3170, 0 
3171, 0 
3172, 0 
3174, 0 
3175, 0 
3176, 1 
3177, 1 
3178, 1 
3179, 0 
3180, 1 
3181, 1 
3182, 0xc 
3183, 0 
3184, 0 
3185, 0 
3186, 0 
3187, 1 
3188, 0 
3189, 0 
3190, 0 
3192, 1 
3193, 0 
3194, 1 
3195, 1 
3196, 1 
3197, 0 
3198, 1 
3199, 1 
3200, 0xf 
3201, 0 
3202, 0 
3203, 0 
3204, 0 
3205, 0 
3206, 0 
3207, 0 
3208, 1 
3210, 1 
3211, 1 
3212, 1 
3213, 1 
3214, 1 
3215, 0 
3216, 1 
3217, 1 
3218, 0xa 
3219, 0 
3220, 0 
3221, 1 
3222, 0 
3223, 0 
3224, 0 
3225, 0 
3226, 0 
3228, 1 
3229, 1 
3230, 1 
3231, 1 
3232, 0 
3233, 1 
3234, 1 
3235, 1 
3236, 0xf 
3237, 0 
3238, 0 
3239, 0 
3240, 0 
3241, 0 
3243, 1 
3244, 1 
3245, 1 
3246, 1 
3247, 1 
3248, 1 
3249, 1 
3250, 1 
3251, 0xa 
3252, 0 
3253, 0 
3254, 1 
3255, 0 
3256, 0 
3257, 0 
3258, 0 
3259, 0 
3261, 0 
3262, 1 
3263, 1 
3264, 0 
3265, 1 
3266, 0 
3267, 0 
3268, 1 
3269, 0xa 
3270, 0 
3271, 0 
3272, 1 
3273, 0 
3274, 0 
3275, 0 
3276, 0 
3277, 0 
3279, 0 
3280, 1 
3281, 1 
3282, 1 
3283, 1 
3284, 1 
3285, 1 
3286, 0 
3287, 0xd 
3288, 0 
3289, 0 
3290, 0 
3291, 0 
3292, 0 
3293, 1 
3294, 0 
3295, 0 
3297, 1 
3298, 1 
3299, 1 
3300, 1 
3301, 1 
3302, 1 
3303, 1 
3304, 1 
3305, 0xc 
3306, 0 
3307, 0 
3308, 0 
3309, 0 
3310, 1 
3312, 0 
3313, 0 
3314, 0 
3315, 1 
3316, 0 
3317, 0 
3318, 1 
3319, 1 
3320, 0x8 
3321, 1 
3322, 0 
3323, 0 
3324, 0 
3325, 0 
3326, 0 
3327, 0 
3328, 0 
3330, 1 
3331, 1 
3332, 0 
3333, 1 
3334, 1 
3335, 1 
3336, 1 
3337, 1 
3338, 0x8 
3339, 1 
3340, 0 
3341, 0 
3342, 0 
3343, 0 
3344, 0 
3345, 0 
3346, 0 
3348, 0 
3349, 1 
3350, 1 
3351, 0 
3352, 1 
3353, 1 
3354, 1 
3355, 1 
3356, 0xd 
3357, 0 
3358, 0 
3359, 0 
3360, 0 
3361, 0 
3362, 1 
3363, 0 
3364, 0 
3366, 1 
3367, 1 
3368, 1 
3369, 1 
3370, 0 
3371, 1 
3372, 1 
3373, 1 
3374, 0xe 
3375, 0 
3376, 0 
3377, 0 
3378, 0 
3379, 0 
3381, 1 
3382, 1 
3383, 0 
3384, 0 
3385, 1 
3386, 1 
3387, 1 
3388, 1 
3389, 0x8 
3390, 1 
3391, 0 
3392, 0 
3393, 0 
3394, 0 
3395, 0 
3396, 0 
3397, 0 
3399, 0 
3400, 1 
3401, 1 
3402, 0 
3403, 1 
3404, 1 
3405, 1 
3406, 1 
3407, 0x9 
3408, 0 
3409, 1 
3410, 0 
3411, 0 
3412, 0 
3413, 0 
3414, 0 
3415, 0 
3417, 1 
3418, 1 
3419, 1 
3420, 1 
3421, 1 
3422, 0 
3423, 1 
3424, 1 
3425, 0xa 
3426, 0 
3427, 0 
3428, 1 
3429, 0 
3430, 0 
3431, 0 
3432, 0 
3433, 0 
3435, 0 
3436, 1 
3437, 1 
3438, 1 
3439, 1 
3440, 1 
3441, 1 
3442, 1 
3443, 0xe 
3444, 0 
3445, 0 
3446, 0 
3447, 0 
3448, 0 
3450, 1 
3451, 1 
3452, 1 
3453, 1 
3454, 0 
3455, 1 
3456, 1 
3457, 1 
3458, 0xf 
3459, 0 
3460, 0 
3461, 0 
3462, 0 
3463, 0 
3464, 0 
3465, 0 
3466, 1 
3468, 1 
3469, 1 
3470, 1 
3471, 1 
3472, 1 
3473, 1 
3474, 1 
3475, 1 
3476, 0xf 
3477, 0 
3478, 0 
3479, 0 
3480, 0 
3481, 0 
3482, 0 
3483, 0 
3484, 1 
3486, 1 
3487, 1 
3488, 1 
3489, 1 
3490, 1 
3491, 1 
3492, 0 
3493, 1 
3494, 0x8 
3495, 1 
3496, 0 
3497, 0 
3498, 0 
3499, 0 
3500, 0 
3501, 0 
3502, 0 
3504, 0 
3505, 1 
3506, 0 
3507, 1 
3508, 1 
3509, 1 
3510, 1 
3511, 1 
3512, 0xd 
3513, 0 
3514, 0 
3515, 0 
3516, 0 
3517, 0 
3519, 1 
3520, 1 
3521, 1 
3522, 1 
3523, 1 
3524, 1 
3525, 1 
3526, 0 
3527, 0x8 
3528, 1 
3529, 0 
3530, 0 
3531, 0 
3532, 0 
3533, 0 
3534, 0 
3535, 0 
3537, 0 
3538, 1 
3539, 1 
3540, 1 
3541, 1 
3542, 1 
3543, 1 
3544, 0 
3545, 0x8 
3546, 1 
3547, 0 
3548, 0 
3549, 0 
3550, 0 
3551, 0 
3552, 0 
3553, 0 
3555, 1 
3556, 1 
3557, 1 
3558, 1 
3559, 1 
3560, 1 
3561, 1 
3562, 1 
3563, 0xd 
3564, 0 
3565, 0 
3566, 0 
3567, 0 
3568, 0 
3569, 1 
3570, 0 
3571, 0 
3573, 1 
3574, 1 
3575, 1 
3576, 0 
3577, 0 
3578, 1 
3579, 1 
3580, 1 
3581, 0xd 
3582, 0 
3583, 0 
3584, 0 
3585, 0 
3586, 0 
3588, 1 
3589, 1 
3590, 1 
3591, 1 
3592, 1 
3593, 1 
3594, 1 
3595, 1 
3596, 0xe 
3597, 0 
3598, 0 
3599, 0 
3600, 0 
3601, 0 
3602, 0 
3603, 1 
3604, 0 
3606, 0 
3607, 1 
3608, 1 
3609, 1 
3610, 1 
3611, 1 
3612, 1 
3613, 1 
3614, 0xb 
3615, 0 
3616, 0 
3617, 0 
3618, 1 
3619, 0 
3620, 0 
3621, 0 
3622, 0 
3624, 1 
3625, 1 
3626, 1 
3627, 0 
3628, 1 
3629, 1 
3630, 0 
3631, 1 
3632, 0xe 
3633, 0 
3634, 0 
3635, 0 
3636, 0 
3637, 0 
3638, 0 
3639, 1 
3640, 0 
3642, 1 
3643, 1 
3644, 1 
3645, 1 
3646, 1 
3647, 1 
3648, 1 
3649, 1 
3650, 0xa 
3651, 0 
3652, 0 
3653, 1 
3654, 0 
3655, 0 
3657, 1 
3658, 1 
3659, 1 
3660, 0 
3661, 1 
3662, 1 
3663, 1 
3664, 1 
3665, 0x9 
3666, 0 
3667, 1 
3668, 0 
3669, 0 
3670, 0 
3671, 0 
3672, 0 
3673, 0 
3675, 1 
3676, 1 
3677, 1 
3678, 1 
3679, 1 
3680, 0 
3681, 0 
3682, 1 
3683, 0xe 
3684, 0 
3685, 0 
3686, 0 
3687, 0 
3688, 0 
3689, 0 
3690, 1 
3691, 0 
3693, 1 
3694, 1 
3695, 0 
3696, 1 
3697, 1 
3698, 0 
3699, 1 
3700, 1 
3701, 0xe 
3702, 0 
3703, 0 
3704, 0 
3705, 0 
3706, 0 
3707, 0 
3708, 1 
3709, 0 
3711, 1 
3712, 1 
3713, 1 
3714, 1 
3715, 1 
3716, 1 
3717, 1 
3718, 1 
3719, 0xf 
3720, 0 
3721, 0 
3722, 0 
3723, 0 
3724, 0 
3726, 1 
3727, 0 
3728, 1 
3729, 1 
3730, 1 
3731, 1 
3732, 0 
3733, 1 
3734, 0xf 
3735, 0 
3736, 0 
3737, 0 
3738, 0 
3739, 0 
3740, 0 
3741, 0 
3742, 1 
3744, 0 
3745, 1 
3746, 1 
3747, 1 
3748, 0 
3749, 0 
3750, 1 
3751, 1 
3752, 0xe 
3753, 0 
3754, 0 
3755, 0 
3756, 0 
3757, 0 
3758, 0 
3759, 1 
3760, 0 
3762, 1 
3763, 1 
3764, 1 
3765, 0 
3766, 1 
3767, 1 
3768, 0 
3769, 1 
3770, 0xe 
3771, 0 
3772, 0 
3773, 0 
3774, 0 
3775, 0 
3776, 0 
3777, 1 
3778, 0 
3780, 1 
3781, 1 
3782, 1 
3783, 1 
3784, 1 
3785, 1 
3786, 1 
3787, 1 
3788, 0xe 
3789, 0 
3790, 0 
3791, 0 
3792, 0 
3793, 0 
3795, 1 
3796, 1 
3797, 1 
3798, 1 
3799, 1 
3800, 1 
3801, 1 
3802, 1 
3803, 0xb 
3804, 0 
3805, 0 
3806, 0 
3807, 1 
3808, 0 
3809, 0 
3810, 0 
3811, 0 
3813, 1 
3814, 1 
3815, 0 
3816, 1 
3817, 1 
3818, 1 
3819, 1 
3820, 1 
3821, 0xb 
3822, 0 
3823, 0 
3824, 0 
3825, 1 
3826, 0 
3827, 0 
3828, 0 
3829, 0 
3831, 1 
3832, 0 
3833, 1 
3834, 1 
3835, 1 
3836, 1 
3837, 1 
3838, 1 
3839, 0xf 
3840, 0 
3841, 0 
3842, 0 
3843, 0 
3844, 0 
3845, 0 
3846, 0 
3847, 1 
3849, 1 
3850, 0 
3851, 1 
3852, 1 
3853, 0 
3854, 1 
3855, 1 
3856, 1 
3857, 0xc 
3858, 0 
3859, 0 
3860, 0 
3861, 0 
3862, 1 
3864, 1 
3865, 1 
3866, 1 
3867, 1 
3868, 1 
3869, 1 
3870, 1 
3871, 1 
3872, 0xf 
3873, 0 
3874, 0 
3875, 0 
3876, 0 
3877, 0 
3878, 0 
3879, 0 
3880, 1 
3882, 1 
3883, 1 
3884, 1 
3885, 1 
3886, 1 
3887, 1 
3888, 1 
3889, 0 
3890, 0xa 
3891, 0 
3892, 0 
3893, 1 
3894, 0 
3895, 0 
3896, 0 
3897, 0 
3898, 0 
3900, 1 
3901, 1 
3902, 1 
3903, 1 
3904, 1 
3905, 0 
3906, 1 
3907, 1 
3908, 0xe 
3909, 0 
3910, 0 
3911, 0 
3912, 0 
3913, 0 
3914, 0 
3915, 1 
3916, 0 
3918, 0 
3919, 1 
3920, 1 
3921, 1 
3922, 1 
3923, 1 
3924, 1 
3925, 0 
3926, 0x9 
3927, 0 
3928, 1 
3929, 0 
3930, 0 
3931, 0 
3933, 0 
3934, 1 
3935, 1 
3936, 1 
3937, 1 
3938, 1 
3939, 1 
3940, 1 
3941, 0x8 
3942, 1 
3943, 0 
3944, 0 
3945, 0 
3946, 0 
3947, 0 
3948, 0 
3949, 0 
3951, 0 
3952, 1 
3953, 1 
3954, 1 
3955, 1 
3956, 1 
3957, 1 
3958, 1 
3959, 0xd 
3960, 0 
3961, 0 
3962, 0 
3963, 0 
3964, 0 
3965, 1 
3966, 0 
3967, 0 
3969, 0 
3970, 1 
3971, 1 
3972, 1 
3973, 1 
3974, 1 
3975, 1 
3976, 1 
3977, 0xd 
3978, 0 
3979, 0 
3980, 0 
3981, 0 
3982, 0 
3983, 1 
3984, 0 
3985, 0 
3987, 1 
3988, 1 
3989, 1 
3990, 1 
3991, 1 
3992, 1 
3993, 0 
3994, 1 
3995, 0x9 
3996, 0 
3997, 1 
3998, 0 
3999, 0 
4000, 0 
4002, 1 
4003, 1 
4004, 1 
4005, 0 
4006, 1 
4007, 1 
4008, 1 
4009, 1 
4010, 0xd 
4011, 0 
4012, 0 
4013, 0 
4014, 0 
4015, 0 
4016, 1 
4017, 0 
4018, 0 
4020, 1 
4021, 1 
4022, 1 
4023, 0 
4024, 0 
4025, 0 
4026, 1 
4027, 1 
4028, 0xd 
4029, 0 
4030, 0 
4031, 0 
4032, 0 
4033, 0 
4034, 1 
4035, 0 
4036, 0 
4038, 0 
4039, 1 
4040, 1 
4041, 1 
4042, 1 
4043, 1 
4044, 1 
4045, 1 
4046, 0x8 
4047, 1 
4048, 0 
4049, 0 
4050, 0 
4051, 0 
4052, 0 
4053, 0 
4054, 0 
4056, 1 
4057, 0 
4058, 1 
4059, 1 
4060, 1 
4061, 1 
4062, 0 
4063, 1 
4064, 0xd 
4065, 0 
4066, 0 
4067, 0 
4068, 0 
4069, 0 
4071, 0 
4072, 0 
4073, 1 
4074, 1 
4075, 1 
4076, 1 
4077, 1 
4078, 1 
4079, 0xd 
4080, 0 
4081, 0 
4082, 0 
4083, 0 
4084, 0 
4085, 1 
4086, 0 
4087, 0 
4089, 1 
4090, 1 
4091, 1 
4092, 1 
4093, 1 
4094, 1 
4095, 0 
4096, 1 
4097, 0xf 
4098, 0 
4099, 0 
4100, 0 
4101, 0 
4102, 0 
4103, 0 
4104, 0 
4105, 1 
4107, 1 
4108, 1 
4109, 1 
4110, 1 
4111, 1 
4112, 0 
4113, 1 
4114, 0 
4115, 0xd 
4116, 0 
4117, 0 
4118, 0 
4119, 0 
4120, 0 
4121, 1 
4122, 0 
4123, 0 
4125, 1 
4126, 1 
4127, 1 
4128, 0 
4129, 1 
4130, 1 
4131, 0 
4132, 1 
4133, 0x9 
4134, 0 
4135, 1 
4136, 0 
4137, 0 
4138, 0 
4140, 0 
4141, 1 
4142, 1 
4143, 1 
4144, 1 
4145, 1 
4146, 1 
4147, 0 
4148, 0xc 
4149, 0 
4150, 0 
4151, 0 
4152, 0 
4153, 1 
4154, 0 
4155, 0 
4156, 0 
4158, 1 
4159, 1 
4160, 1 
4161, 0 
4162, 1 
4163, 1 
4164, 0 
4165, 0 
4166, 0xd 
4167, 0 
4168, 0 
4169, 0 
4170, 0 
4171, 0 
4172, 1 
4173, 0 
4174, 0 
4176, 1 
4177, 1 
4178, 0 
4179, 1 
4180, 1 
4181, 1 
4182, 1 
4183, 1 
4184, 0xc 
4185, 0 
4186, 0 
4187, 0 
4188, 0 
4189, 1 
4190, 0 
4191, 0 
4192, 0 
4194, 0 
4195, 1 
4196, 0 
4197, 1 
4198, 1 
4199, 1 
4200, 1 
4201, 1 
4202, 0xa 
4203, 0 
4204, 0 
4205, 1 
4206, 0 
4207, 0 
4209, 1 
4210, 1 
4211, 1 
4212, 1 
4213, 1 
4214, 1 
4215, 1 
4216, 1 
4217, 0xc 
4218, 0 
4219, 0 
4220, 0 
4221, 0 
4222, 1 
4223, 0 
4224, 0 
4225, 0 
4227, 1 
4228, 1 
4229, 1 
4230, 1 
4231, 1 
4232, 0 
4233, 1 
4234, 1 
4235, 0x9 
4236, 0 
4237, 1 
4238, 0 
4239, 0 
4240, 0 
4241, 0 
4242, 0 
4243, 0 
4245, 1 
4246, 1 
4247, 0 
4248, 1 
4249, 0 
4250, 1 
4251, 1 
4252, 1 
4253, 0xf 
4254, 0 
4255, 0 
4256, 0 
4257, 0 
4258, 0 
4259, 0 
4260, 0 
4261, 1 
4263, 1 
4264, 1 
4265, 1 
4266, 1 
4267, 1 
4268, 1 
4269, 1 
4270, 0 
4271, 0xc 
4272, 0 
4273, 0 
4274, 0 
4275, 0 
4276, 1 
4278, 0 
4279, 1 
4280, 1 
4281, 1 
4282, 1 
4283, 0 
4284, 1 
4285, 1 
4286, 0x9 
4287, 0 
4288, 1 
4289, 0 
4290, 0 
4291, 0 
4292, 0 
4293, 0 
4294, 0 
4296, 1 
4297, 1 
4298, 1 
4299, 1 
4300, 0 
4301, 1 
4302, 0 
4303, 1 
4304, 0xf 
4305, 0 
4306, 0 
4307, 0 
4308, 0 
4309, 0 
