,col
4310, 0 
4311, 0 
4312, 1 
4314, 1 
4315, 1 
4316, 1 
4317, 0 
4318, 1 
4319, 1 
4320, 1 
4321, 0 
4322, 0x8 
4323, 1 
4324, 0 
4325, 0 
4326, 0 
4327, 0 
4328, 0 
4329, 0 
4330, 0 
4332, 1 
4333, 1 
4334, 1 
4335, 1 
4336, 1 
4337, 1 
4338, 0 
4339, 0 
4340, 0xa 
4341, 0 
4342, 0 
4343, 1 
4344, 0 
4345, 0 
4347, 1 
4348, 1 
4349, 1 
4350, 1 
4351, 1 
4352, 0 
4353, 1 
4354, 1 
4355, 0xc 
4356, 0 
4357, 0 
4358, 0 
4359, 0 
4360, 1 
4361, 0 
4362, 0 
4363, 0 
4365, 1 
4366, 1 
4367, 1 
4368, 1 
4369, 0 
4370, 1 
4371, 0 
4372, 0 
4373, 0xc 
4374, 0 
4375, 0 
4376, 0 
4377, 0 
4378, 1 
4379, 0 
4380, 0 
4381, 0 
4383, 1 
4384, 1 
4385, 1 
4386, 1 
4387, 1 
4388, 1 
4389, 1 
4390, 1 
4391, 0xf 
4392, 0 
4393, 0 
4394, 0 
4395, 0 
4396, 0 
4397, 0 
4398, 0 
4399, 1 
4401, 1 
4402, 0 
4403, 0 
4404, 1 
4405, 1 
4406, 1 
4407, 1 
4408, 1 
4409, 0xe 
4410, 0 
4411, 0 
4412, 0 
4413, 0 
4414, 0 
4416, 1 
4417, 0 
4418, 0 
4419, 1 
4420, 1 
4421, 1 
4422, 1 
4423, 0 
4424, 0xd 
4425, 0 
4426, 0 
4427, 0 
4428, 0 
4429, 0 
4430, 1 
4431, 0 
4432, 0 
4434, 1 
4435, 1 
4436, 1 
4437, 1 
4438, 1 
4439, 1 
4440, 1 
4441, 0 
4442, 0x8 
4443, 1 
4444, 0 
4445, 0 
4446, 0 
4447, 0 
4448, 0 
4449, 0 
4450, 0 
4452, 1 
4453, 1 
4454, 1 
4455, 1 
4456, 1 
4457, 0 
4458, 0 
4459, 0 
4460, 0x8 
4461, 1 
4462, 0 
4463, 0 
4464, 0 
4465, 0 
4466, 0 
4467, 0 
4468, 0 
4470, 1 
4471, 1 
4472, 1 
4473, 0 
4474, 1 
4475, 1 
4476, 1 
4477, 1 
4478, 0xb 
4479, 0 
4480, 0 
4481, 0 
4482, 1 
4483, 0 
4485, 1 
4486, 1 
4487, 1 
4488, 1 
4489, 1 
4490, 0 
4491, 1 
4492, 0 
4493, 0xc 
4494, 0 
4495, 0 
4496, 0 
4497, 0 
4498, 1 
4499, 0 
4500, 0 
4501, 0 
4503, 0 
4504, 1 
4505, 1 
4506, 1 
4507, 1 
4508, 1 
4509, 1 
4510, 1 
4511, 0x8 
4512, 1 
4513, 0 
4514, 0 
4515, 0 
4516, 0 
4517, 0 
4518, 0 
4519, 0 
4521, 0 
4522, 1 
4523, 1 
4524, 0 
4525, 1 
4526, 0 
4527, 1 
4528, 1 
4529, 0xc 
4530, 0 
4531, 0 
4532, 0 
4533, 0 
4534, 1 
4535, 0 
4536, 0 
4537, 0 
4539, 0 
4540, 1 
4541, 1 
4542, 1 
4543, 1 
4544, 1 
4545, 1 
4546, 1 
4547, 0x9 
4548, 0 
4549, 1 
4550, 0 
4551, 0 
4552, 0 
4554, 0 
4555, 1 
4556, 1 
4557, 1 
4558, 1 
4559, 1 
4560, 1 
4561, 1 
4562, 0x9 
4563, 0 
4564, 1 
4565, 0 
4566, 0 
4567, 0 
4568, 0 
4569, 0 
4570, 0 
4572, 1 
4573, 1 
4574, 1 
4575, 1 
4576, 1 
4577, 1 
4578, 1 
4579, 1 
4580, 0x9 
4581, 0 
4582, 1 
4583, 0 
4584, 0 
4585, 0 
4586, 0 
4587, 0 
4588, 0 
4590, 0 
4591, 0 
4592, 1 
4593, 0 
4594, 1 
4595, 1 
4596, 1 
4597, 0 
4598, 0x9 
4599, 0 
4600, 1 
4601, 0 
4602, 0 
4603, 0 
4604, 0 
4605, 0 
4606, 0 
4608, 1 
4609, 0 
4610, 1 
4611, 0 
4612, 1 
4613, 1 
4614, 1 
4615, 1 
4616, 0xe 
4617, 0 
4618, 0 
4619, 0 
4620, 0 
4621, 0 
4623, 1 
4624, 1 
4625, 1 
4626, 1 
4627, 1 
4628, 1 
4629, 1 
4630, 0 
4631, 0xd 
4632, 0 
4633, 0 
4634, 0 
4635, 0 
4636, 0 
4637, 1 
4638, 0 
4639, 0 
4641, 1 
4642, 0 
4643, 1 
4644, 1 
4645, 1 
4646, 1 
4647, 1 
4648, 1 
4649, 0xc 
4650, 0 
4651, 0 
4652, 0 
4653, 0 
4654, 1 
4655, 0 
4656, 0 
4657, 0 
4659, 1 
4660, 1 
4661, 1 
4662, 1 
4663, 0 
4664, 0 
4665, 1 
4666, 0 
4667, 0xc 
4668, 0 
4669, 0 
4670, 0 
4671, 0 
4672, 1 
4673, 0 
4674, 0 
4675, 0 
4677, 1 
4678, 1 
4679, 1 
4680, 0 
4681, 1 
4682, 0 
4683, 1 
4684, 1 
4685, 0xd 
4686, 0 
4687, 0 
4688, 0 
4689, 0 
4690, 0 
4692, 1 
4693, 0 
4694, 0 
4695, 1 
4696, 0 
4697, 1 
4698, 0 
4699, 1 
4700, 0x8 
4701, 1 
4702, 0 
4703, 0 
4704, 0 
4705, 0 
4706, 0 
4707, 0 
4708, 0 
4710, 1 
4711, 1 
4712, 1 
4713, 0 
4714, 1 
4715, 1 
4716, 1 
4717, 0 
4718, 0x8 
4719, 1 
4720, 0 
4721, 0 
4722, 0 
4723, 0 
4724, 0 
4725, 0 
4726, 0 
4728, 1 
4729, 1 
4730, 1 
4731, 1 
4732, 0 
4733, 1 
4734, 1 
4735, 1 
4736, 0xd 
4737, 0 
4738, 0 
4739, 0 
4740, 0 
4741, 0 
4742, 1 
4743, 0 
4744, 0 
4746, 1 
4747, 0 
4748, 1 
4749, 0 
4750, 1 
4751, 0 
4752, 1 
4753, 1 
4754, 0x9 
4755, 0 
4756, 1 
4757, 0 
4758, 0 
4759, 0 
4761, 1 
4762, 1 
4763, 1 
4764, 1 
4765, 1 
4766, 1 
4767, 1 
4768, 1 
4769, 0x8 
4770, 1 
4771, 0 
4772, 0 
4773, 0 
4774, 0 
4775, 0 
4776, 0 
4777, 0 
4779, 0 
4780, 1 
4781, 1 
4782, 1 
4783, 1 
4784, 1 
4785, 0 
4786, 1 
4787, 0x9 
4788, 0 
4789, 1 
4790, 0 
4791, 0 
4792, 0 
4793, 0 
4794, 0 
4795, 0 
4797, 1 
4798, 1 
4799, 1 
4800, 0 
4801, 1 
4802, 1 
4803, 1 
4804, 1 
4805, 0xf 
4806, 0 
4807, 0 
4808, 0 
4809, 0 
4810, 0 
4811, 0 
4812, 0 
4813, 1 
4815, 1 
4816, 1 
4817, 1 
4818, 1 
4819, 1 
4820, 1 
4821, 1 
4822, 1 
4823, 0xa 
4824, 0 
4825, 0 
4826, 1 
4827, 0 
4828, 0 
4830, 1 
4831, 1 
4832, 1 
4833, 0 
4834, 1 
4835, 1 
4836, 1 
4837, 0 
4838, 0x9 
4839, 0 
4840, 1 
4841, 0 
4842, 0 
4843, 0 
4844, 0 
4845, 0 
4846, 0 
4848, 0 
4849, 1 
4850, 0 
4851, 1 
4852, 1 
4853, 1 
4854, 1 
4855, 0 
4856, 0x9 
4857, 0 
4858, 1 
4859, 0 
4860, 0 
4861, 0 
4862, 0 
4863, 0 
4864, 0 
4866, 1 
4867, 1 
4868, 1 
4869, 1 
4870, 0 
4871, 1 
4872, 1 
4873, 1 
4874, 0xf 
4875, 0 
4876, 0 
4877, 0 
4878, 0 
4879, 0 
4880, 0 
4881, 0 
4882, 1 
4884, 1 
4885, 0 
4886, 1 
4887, 1 
4888, 1 
4889, 1 
4890, 1 
4891, 1 
4892, 0xf 
4893, 0 
4894, 0 
4895, 0 
4896, 0 
4897, 0 
4899, 1 
4900, 1 
4901, 1 
4902, 1 
4903, 1 
4904, 1 
4905, 1 
4906, 1 
4907, 0xd 
4908, 0 
4909, 0 
4910, 0 
4911, 0 
4912, 0 
4913, 1 
4914, 0 
4915, 0 
4917, 1 
4918, 1 
4919, 1 
4920, 0 
4921, 1 
4922, 1 
4923, 1 
4924, 1 
4925, 0xc 
4926, 0 
4927, 0 
4928, 0 
4929, 0 
4930, 1 
4931, 0 
4932, 0 
4933, 0 
4935, 0 
4936, 1 
4937, 1 
4938, 1 
4939, 1 
4940, 1 
4941, 1 
4942, 1 
4943, 0x9 
4944, 0 
4945, 1 
4946, 0 
4947, 0 
4948, 0 
4949, 0 
4950, 0 
4951, 0 
4953, 1 
4954, 1 
4955, 1 
4956, 1 
4957, 1 
4958, 0 
4959, 1 
4960, 1 
4961, 0xf 
4962, 0 
4963, 0 
4964, 0 
4965, 0 
4966, 0 
4968, 1 
4969, 0 
4970, 1 
4971, 1 
4972, 1 
4973, 1 
4974, 0 
4975, 1 
4976, 0x8 
4977, 1 
4978, 0 
4979, 0 
4980, 0 
4981, 0 
4982, 0 
4983, 0 
4984, 0 
4986, 1 
4987, 1 
4988, 1 
4989, 1 
4990, 1 
4991, 1 
4992, 1 
4993, 1 
4994, 0xe 
4995, 0 
4996, 0 
4997, 0 
4998, 0 
4999, 0 
5000, 0 
5001, 1 
5002, 0 
5004, 1 
5005, 0 
5006, 1 
5007, 0 
5008, 0 
5009, 1 
5010, 0 
5011, 1 
5012, 0xc 
5013, 0 
5014, 0 
5015, 0 
5016, 0 
5017, 1 
5018, 0 
5019, 0 
5020, 0 
5022, 0 
5023, 1 
5024, 0 
5025, 1 
5026, 1 
5027, 1 
5028, 1 
5029, 1 
5030, 0xc 
5031, 0 
5032, 0 
5033, 0 
5034, 0 
5035, 1 
5037, 1 
5038, 0 
5039, 1 
5040, 1 
5041, 1 
5042, 1 
5043, 0 
5044, 1 
5045, 0xa 
5046, 0 
5047, 0 
5048, 1 
5049, 0 
5050, 0 
5051, 0 
5052, 0 
5053, 0 
5055, 1 
5056, 0 
5057, 1 
5058, 1 
5059, 1 
5060, 1 
5061, 1 
5062, 0 
5063, 0xa 
5064, 0 
5065, 0 
5066, 1 
5067, 0 
5068, 0 
5069, 0 
5070, 0 
5071, 0 
5073, 1 
5074, 1 
5075, 1 
5076, 1 
5077, 1 
5078, 1 
5079, 1 
5080, 1 
5081, 0x9 
5082, 0 
5083, 1 
5084, 0 
5085, 0 
5086, 0 
5087, 0 
5088, 0 
5089, 0 
5091, 0 
5092, 0 
5093, 1 
5094, 1 
5095, 1 
5096, 1 
5097, 1 
5098, 0 
5099, 0x9 
5100, 0 
5101, 1 
5102, 0 
5103, 0 
5104, 0 
5106, 1 
5107, 1 
5108, 0 
5109, 1 
5110, 1 
5111, 1 
5112, 1 
5113, 1 
5114, 0xa 
5115, 0 
5116, 0 
5117, 1 
5118, 0 
5119, 0 
5120, 0 
5121, 0 
5122, 0 
5124, 1 
5125, 1 
5126, 1 
5127, 1 
5128, 1 
5129, 1 
5130, 1 
5131, 0 
5132, 0x9 
5133, 0 
5134, 1 
5135, 0 
5136, 0 
5137, 0 
5138, 0 
5139, 0 
5140, 0 
5142, 1 
5143, 1 
5144, 0 
5145, 0 
5146, 0 
5147, 0 
5148, 1 
5149, 1 
5150, 0xd 
5151, 0 
5152, 0 
5153, 0 
5154, 0 
5155, 0 
5156, 1 
5157, 0 
5158, 0 
5160, 1 
5161, 1 
5162, 1 
5163, 1 
5164, 0 
5165, 1 
5166, 1 
5167, 1 
5168, 0xe 
5169, 0 
5170, 0 
5171, 0 
5172, 0 
5173, 0 
5175, 0 
5176, 1 
5177, 1 
5178, 1 
5179, 1 
5180, 1 
5181, 1 
5182, 1 
5183, 0xa 
5184, 0 
5185, 0 
5186, 1 
5187, 0 
5188, 0 
5189, 0 
5190, 0 
5191, 0 
5193, 1 
5194, 1 
5195, 1 
5196, 1 
5197, 1 
5198, 0 
5199, 1 
5200, 1 
5201, 0xc 
5202, 0 
5203, 0 
5204, 0 
5205, 0 
5206, 1 
5207, 0 
5208, 0 
5209, 0 
5211, 1 
5212, 1 
5213, 1 
5214, 1 
5215, 1 
5216, 1 
5217, 1 
5218, 1 
5219, 0xe 
5220, 0 
5221, 0 
5222, 0 
5223, 0 
5224, 0 
5225, 0 
5226, 1 
5227, 0 
5229, 1 
5230, 1 
5231, 0 
5232, 1 
5233, 1 
5234, 0 
5235, 0 
5236, 1 
5237, 0xa 
5238, 0 
5239, 0 
5240, 1 
5241, 0 
5242, 0 
5244, 0 
5245, 0 
5246, 0 
5247, 1 
5248, 0 
5249, 1 
5250, 1 
5251, 1 
5252, 0xd 
5253, 0 
5254, 0 
5255, 0 
5256, 0 
5257, 0 
5258, 1 
5259, 0 
5260, 0 
5262, 1 
5263, 1 
5264, 1 
5265, 1 
5266, 1 
5267, 1 
5268, 1 
5269, 1 
5270, 0xc 
5271, 0 
5272, 0 
5273, 0 
5274, 0 
5275, 1 
5276, 0 
5277, 0 
5278, 0 
5280, 1 
5281, 0 
5282, 1 
5283, 1 
5284, 1 
5285, 0 
5286, 0 
5287, 1 
5288, 0xd 
5289, 0 
5290, 0 
5291, 0 
5292, 0 
5293, 0 
5294, 1 
5295, 0 
5296, 0 
5298, 1 
5299, 0 
5300, 1 
5301, 1 
5302, 1 
5303, 1 
5304, 1 
5305, 1 
5306, 0xc 
5307, 0 
5308, 0 
5309, 0 
5310, 0 
5311, 1 
5313, 1 
5314, 1 
5315, 0 
5316, 1 
5317, 1 
5318, 1 
5319, 0 
5320, 0 
5321, 0xc 
5322, 0 
5323, 0 
5324, 0 
5325, 0 
5326, 1 
5327, 0 
5328, 0 
5329, 0 
5331, 1 
5332, 0 
5333, 1 
5334, 0 
5335, 1 
5336, 1 
5337, 1 
5338, 1 
5339, 0xa 
5340, 0 
5341, 0 
5342, 1 
5343, 0 
5344, 0 
5345, 0 
5346, 0 
5347, 0 
5349, 1 
5350, 1 
5351, 0 
5352, 0 
5353, 1 
5354, 1 
5355, 0 
5356, 1 
5357, 0x9 
5358, 0 
5359, 1 
5360, 0 
5361, 0 
5362, 0 
5363, 0 
5364, 0 
5365, 0 
5367, 0 
5368, 1 
5369, 1 
5370, 0 
5371, 1 
5372, 1 
5373, 1 
5374, 1 
5375, 0xc 
5376, 0 
5377, 0 
5378, 0 
5379, 0 
5380, 1 
5382, 1 
5383, 1 
5384, 1 
5385, 1 
5386, 1 
5387, 1 
5388, 1 
5389, 0 
5390, 0xf 
5391, 0 
5392, 0 
5393, 0 
5394, 0 
5395, 0 
5396, 0 
5397, 0 
5398, 1 
5400, 1 
5401, 1 
5402, 1 
5403, 1 
5404, 1 
5405, 1 
5406, 1 
5407, 1 
5408, 0xf 
5409, 0 
5410, 0 
5411, 0 
5412, 0 
5413, 0 
5414, 0 
5415, 0 
5416, 1 
5418, 0 
5419, 1 
5420, 0 
5421, 1 
5422, 1 
5423, 0 
5424, 1 
5425, 1 
5426, 0xe 
5427, 0 
5428, 0 
5429, 0 
5430, 0 
5431, 0 
5432, 0 
5433, 1 
5434, 0 
5436, 0 
5437, 1 
5438, 1 
5439, 1 
5440, 1 
5441, 0 
5442, 0 
5443, 1 
5444, 0xb 
5445, 0 
5446, 0 
5447, 0 
5448, 1 
5449, 0 
5451, 1 
5452, 0 
5453, 1 
5454, 0 
5455, 0 
5456, 1 
5457, 1 
5458, 1 
5459, 0xd 
5460, 0 
5461, 0 
5462, 0 
5463, 0 
5464, 0 
5465, 1 
5466, 0 
5467, 0 
5469, 1 
5470, 0 
5471, 1 
5472, 1 
5473, 1 
5474, 1 
5475, 0 
5476, 1 
5477, 0xe 
5478, 0 
5479, 0 
5480, 0 
5481, 0 
5482, 0 
5483, 0 
5484, 1 
5485, 0 
5487, 1 
5488, 1 
5489, 1 
5490, 1 
5491, 1 
5492, 1 
5493, 1 
5494, 1 
5495, 0xe 
5496, 0 
5497, 0 
5498, 0 
5499, 0 
5500, 0 
5501, 0 
5502, 1 
5503, 0 
5505, 0 
5506, 1 
5507, 1 
5508, 0 
5509, 1 
5510, 0 
5511, 1 
5512, 1 
5513, 0xe 
5514, 0 
5515, 0 
5516, 0 
5517, 0 
5518, 0 
5520, 1 
5521, 1 
5522, 1 
5523, 1 
5524, 0 
5525, 0 
5526, 1 
5527, 1 
5528, 0x8 
5529, 1 
5530, 0 
5531, 0 
5532, 0 
5533, 0 
5534, 0 
5535, 0 
5536, 0 
5538, 0 
5539, 1 
5540, 0 
5541, 1 
5542, 1 
5543, 1 
5544, 0 
5545, 1 
5546, 0x8 
5547, 1 
5548, 0 
5549, 0 
5550, 0 
5551, 0 
5552, 0 
5553, 0 
5554, 0 
5556, 0 
5557, 0 
5558, 1 
5559, 1 
5560, 0 
5561, 0 
5562, 1 
5563, 1 
5564, 0xe 
5565, 0 
5566, 0 
5567, 0 
5568, 0 
5569, 0 
5570, 0 
5571, 1 
5572, 0 
5574, 1 
5575, 1 
5576, 0 
5577, 1 
5578, 1 
5579, 1 
5580, 1 
5581, 1 
5582, 0xc 
5583, 0 
5584, 0 
5585, 0 
5586, 0 
5587, 1 
5589, 1 
5590, 1 
5591, 1 
5592, 0 
5593, 0 
5594, 1 
5595, 0 
5596, 1 
5597, 0xb 
5598, 0 
5599, 0 
5600, 0 
5601, 1 
5602, 0 
5603, 0 
5604, 0 
5605, 0 
5607, 1 
5608, 1 
5609, 0 
5610, 1 
5611, 1 
5612, 1 
5613, 1 
5614, 0 
5615, 0xc 
5616, 0 
5617, 0 
5618, 0 
5619, 0 
5620, 1 
5621, 0 
5622, 0 
5623, 0 
5625, 0 
5626, 1 
5627, 1 
5628, 0 
5629, 0 
5630, 1 
5631, 0 
5632, 1 
5633, 0xa 
5634, 0 
5635, 0 
5636, 1 
5637, 0 
5638, 0 
5639, 0 
5640, 0 
5641, 0 
5643, 1 
5644, 0 
5645, 0 
5646, 1 
5647, 1 
5648, 0 
5649, 1 
5650, 0 
5651, 0xe 
5652, 0 
5653, 0 
5654, 0 
5655, 0 
5656, 0 
5658, 1 
5659, 0 
5660, 1 
5661, 0 
5662, 1 
5663, 1 
5664, 0 
5665, 1 
5666, 0x9 
5667, 0 
5668, 1 
5669, 0 
5670, 0 
5671, 0 
5672, 0 
5673, 0 
5674, 0 
5676, 1 
5677, 0 
5678, 1 
5679, 1 
5680, 1 
5681, 1 
5682, 0 
5683, 0 
5684, 0xa 
5685, 0 
5686, 0 
5687, 1 
5688, 0 
5689, 0 
5690, 0 
5691, 0 
5692, 0 
5694, 0 
5695, 1 
5696, 1 
5697, 1 
5698, 1 
5699, 0 
5700, 1 
5701, 1 
5702, 0xb 
5703, 0 
5704, 0 
5705, 0 
5706, 1 
5707, 0 
5708, 0 
5709, 0 
5710, 0 
5712, 1 
5713, 1 
5714, 1 
5715, 1 
5716, 1 
5717, 1 
5718, 1 
5719, 1 
5720, 0x8 
5721, 1 
5722, 0 
5723, 0 
5724, 0 
5725, 0 
5727, 0 
5728, 1 
5729, 1 
5730, 1 
5731, 1 
5732, 0 
5733, 1 
5734, 0 
5735, 0xe 
5736, 0 
5737, 0 
5738, 0 
5739, 0 
5740, 0 
5741, 0 
5742, 1 
5743, 0 
5745, 1 
5746, 0 
5747, 1 
5748, 1 
5749, 0 
5750, 1 
5751, 1 
5752, 1 
5753, 0xb 
5754, 0 
5755, 0 
5756, 0 
5757, 1 
5758, 0 
5759, 0 
5760, 0 
5761, 0 
5763, 1 
5764, 1 
5765, 1 
5766, 0 
5767, 0 
5768, 1 
5769, 1 
5770, 1 
5771, 0x9 
5772, 0 
5773, 1 
5774, 0 
5775, 0 
5776, 0 
5777, 0 
5778, 0 
5779, 0 
5781, 1 
5782, 1 
5783, 1 
5784, 0 
5785, 0 
5786, 1 
5787, 1 
5788, 0 
5789, 0xf 
5790, 0 
5791, 0 
5792, 0 
5793, 0 
5794, 0 
5796, 1 
5797, 1 
5798, 1 
5799, 1 
5800, 0 
5801, 1 
5802, 1 
5803, 1 
5804, 0x9 
5805, 0 
5806, 1 
5807, 0 
5808, 0 
5809, 0 
5810, 0 
5811, 0 
5812, 0 
5814, 1 
5815, 1 
5816, 0 
5817, 1 
5818, 0 
5819, 0 
5820, 1 
5821, 1 
5822, 0xe 
5823, 0 
5824, 0 
5825, 0 
5826, 0 
5827, 0 
5828, 0 
5829, 1 
5830, 0 
5832, 1 
5833, 1 
5834, 1 
5835, 1 
5836, 0 
5837, 0 
5838, 1 
5839, 0 
5840, 0xd 
5841, 0 
5842, 0 
5843, 0 
5844, 0 
5845, 0 
5846, 1 
5847, 0 
5848, 0 
5850, 1 
5851, 1 
5852, 1 
5853, 1 
5854, 1 
5855, 1 
5856, 1 
5857, 1 
5858, 0xc 
5859, 0 
5860, 0 
5861, 0 
5862, 0 
5863, 1 
5865, 1 
5866, 0 
5867, 1 
5868, 0 
5869, 1 
5870, 1 
5871, 1 
5872, 0 
5873, 0xf 
5874, 0 
5875, 0 
5876, 0 
5877, 0 
5878, 0 
5879, 0 
5880, 0 
5881, 1 
5883, 1 
5884, 1 
5885, 1 
5886, 0 
5887, 0 
5888, 1 
5889, 1 
5890, 1 
5891, 0xa 
5892, 0 
5893, 0 
5894, 1 
5895, 0 
5896, 0 
5897, 0 
5898, 0 
5899, 0 
5901, 1 
5902, 1 
5903, 0 
5904, 0 
5905, 1 
5906, 0 
5907, 1 
5908, 1 
5909, 0x8 
5910, 1 
5911, 0 
5912, 0 
5913, 0 
5914, 0 
5915, 0 
5916, 0 
5917, 0 
5919, 0 
5920, 0 
5921, 1 
5922, 1 
5923, 0 
5924, 1 
5925, 0 
5926, 0 
5927, 0x8 
5928, 1 
5929, 0 
5930, 0 
5931, 0 
5932, 0 
5934, 0 
5935, 1 
5936, 1 
5937, 1 
5938, 0 
5939, 1 
5940, 1 
5941, 1 
5942, 0xa 
5943, 0 
5944, 0 
5945, 1 
5946, 0 
5947, 0 
5948, 0 
5949, 0 
5950, 0 
5952, 1 
5953, 1 
5954, 1 
5955, 1 
5956, 1 
5957, 1 
5958, 1 
5959, 1 
5960, 0xa 
5961, 0 
5962, 0 
5963, 1 
5964, 0 
5965, 0 
5966, 0 
5967, 0 
5968, 0 
5970, 1 
5971, 0 
5972, 1 
5973, 1 
5974, 1 
5975, 1 
5976, 1 
5977, 1 
5978, 0xc 
5979, 0 
5980, 0 
5981, 0 
5982, 0 
5983, 1 
5984, 0 
5985, 0 
5986, 0 
5988, 1 
5989, 1 
5990, 0 
5991, 1 
5992, 1 
5993, 1 
5994, 0 
5995, 1 
5996, 0x8 
5997, 1 
5998, 0 
5999, 0 
6000, 0 
6001, 0 
6003, 0 
6004, 0 
6005, 1 
6006, 1 
6007, 1 
6008, 0 
6009, 1 
6010, 0 
6011, 0xd 
6012, 0 
6013, 0 
6014, 0 
6015, 0 
6016, 0 
6017, 1 
6018, 0 
6019, 0 
6021, 1 
6022, 0 
6023, 1 
6024, 1 
6025, 1 
6026, 0 
6027, 1 
6028, 1 
6029, 0xf 
6030, 0 
6031, 0 
6032, 0 
6033, 0 
6034, 0 
6035, 0 
6036, 0 
6037, 1 
6039, 1 
6040, 1 
6041, 1 
6042, 1 
6043, 1 
6044, 1 
6045, 1 
6046, 0 
6047, 0x9 
6048, 0 
6049, 1 
6050, 0 
6051, 0 
6052, 0 
6053, 0 
6054, 0 
6055, 0 
6057, 1 
6058, 1 
6059, 0 
6060, 1 
6061, 0 
6062, 1 
6063, 1 
6064, 1 
6065, 0xe 
6066, 0 
6067, 0 
6068, 0 
6069, 0 
6070, 0 
6072, 0 
6073, 0 
6074, 1 
6075, 1 
6076, 0 
6077, 0 
6078, 1 
6079, 1 
6080, 0xe 
6081, 0 
6082, 0 
6083, 0 
6084, 0 
6085, 0 
6086, 0 
6087, 1 
6088, 0 
6090, 1 
6091, 1 
6092, 0 
6093, 1 
6094, 1 
6095, 1 
6096, 1 
6097, 1 
6098, 0xf 
6099, 0 
6100, 0 
6101, 0 
6102, 0 
6103, 0 
6104, 0 
6105, 0 
6106, 1 
6108, 1 
6109, 1 
6110, 1 
6111, 1 
6112, 1 
6113, 1 
6114, 1 
6115, 1 
6116, 0x9 
6117, 0 
6118, 1 
6119, 0 
6120, 0 
6121, 0 
6122, 0 
6123, 0 
6124, 0 
6126, 1 
6127, 1 
6128, 1 
6129, 1 
6130, 1 
6131, 0 
6132, 0 
6133, 0 
6134, 0xd 
6135, 0 
6136, 0 
6137, 0 
6138, 0 
6139, 0 
6141, 0 
6142, 1 
6143, 1 
6144, 1 
6145, 1 
6146, 1 
6147, 1 
6148, 1 
6149, 0xd 
6150, 0 
6151, 0 
6152, 0 
6153, 0 
6154, 0 
6155, 1 
6156, 0 
6157, 0 
6159, 1 
6160, 1 
6161, 1 
6162, 1 
6163, 1 
6164, 0 
6165, 1 
6166, 1 
6167, 0xb 
6168, 0 
6169, 0 
6170, 0 
6171, 1 
6172, 0 
6173, 0 
6174, 0 
6175, 0 
6177, 1 
6178, 1 
6179, 1 
6180, 1 
6181, 0 
6182, 1 
6183, 1 
6184, 1 
6185, 0xe 
6186, 0 
6187, 0 
6188, 0 
6189, 0 
6190, 0 
6191, 0 
6192, 1 
6193, 0 
6195, 1 
6196, 1 
6197, 0 
6198, 1 
6199, 1 
6200, 1 
6201, 1 
6202, 1 
6203, 0xe 
6204, 0 
6205, 0 
6206, 0 
6207, 0 
6208, 0 
6210, 1 
6211, 1 
6212, 1 
6213, 1 
6214, 1 
6215, 0 
6216, 1 
6217, 0 
6218, 0xe 
6219, 0 
6220, 0 
6221, 0 
6222, 0 
6223, 0 
6224, 0 
6225, 1 
6226, 0 
6228, 0 
6229, 1 
6230, 0 
6231, 1 
6232, 1 
6233, 1 
6234, 1 
6235, 1 
6236, 0xc 
6237, 0 
6238, 0 
6239, 0 
6240, 0 
6241, 1 
6242, 0 
6243, 0 
6244, 0 
6246, 1 
6247, 1 
6248, 1 
6249, 1 
6250, 1 
6251, 1 
6252, 1 
6253, 0 
6254, 0xb 
6255, 0 
6256, 0 
6257, 0 
6258, 1 
6259, 0 
6260, 0 
6261, 0 
6262, 0 
6264, 0 
6265, 0 
6266, 1 
6267, 1 
6268, 0 
6269, 1 
6270, 1 
6271, 1 
6272, 0x8 
6273, 1 
6274, 0 
6275, 0 
6276, 0 
6277, 0 
6279, 1 
6280, 0 
6281, 1 
6282, 1 
6283, 1 
6284, 1 
6285, 1 
6286, 1 
6287, 0xe 
6288, 0 
6289, 0 
6290, 0 
6291, 0 
6292, 0 
6293, 0 
6294, 1 
6295, 0 
6297, 1 
6298, 1 
6299, 1 
6300, 1 
6301, 1 
6302, 1 
6303, 1 
6304, 1 
6305, 0xf 
6306, 0 
6307, 0 
6308, 0 
6309, 0 
6310, 0 
6311, 0 
6312, 0 
6313, 1 
6315, 0 
6316, 1 
6317, 1 
6318, 1 
6319, 1 
6320, 1 
6321, 0 
6322, 0 
6323, 0xc 
6324, 0 
6325, 0 
6326, 0 
6327, 0 
6328, 1 
6329, 0 
6330, 0 
6331, 0 
6333, 1 
6334, 1 
6335, 1 
6336, 0 
6337, 1 
6338, 1 
6339, 1 
6340, 1 
6341, 0x8 
6342, 1 
6343, 0 
6344, 0 
6345, 0 
6346, 0 
6348, 1 
6349, 1 
6350, 1 
6351, 1 
6352, 1 
6353, 1 
6354, 1 
6355, 1 
6356, 0xa 
6357, 0 
6358, 0 
6359, 1 
6360, 0 
6361, 0 
6362, 0 
6363, 0 
6364, 0 
6366, 0 
6367, 0 
6368, 1 
6369, 1 
6370, 1 
6371, 1 
6372, 0 
6373, 1 
6374, 0x8 
6375, 1 
6376, 0 
6377, 0 
6378, 0 
6379, 0 
6380, 0 
6381, 0 
6382, 0 
6384, 0 
6385, 0 
6386, 1 
6387, 1 
6388, 0 
6389, 0 
6390, 1 
6391, 0 
6392, 0xc 
6393, 0 
6394, 0 
6395, 0 
